path,fault_type,split
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0101.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0240.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0049.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0058.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0187.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0169.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0298.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0268.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0207.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0241.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0056.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0270.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0073.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0263.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0115.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0287.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0191.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0104.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0176.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0007.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0069.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0127.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0078.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0120.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0029.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0184.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0289.csv,nominal,train
/Users/chetan/IBM Hackathon/sentinel/data/nominal/nominal_0095.csv,nominal,train
